word,grammarId,title,partOfSpeech,syntax,usageNoteVi,explanationVi,tipsVi,attentionsVi,source,reviewStatus
今天,hsk1_46,Cách nói ngày tháng năm,,Năm (年) → Tháng (月) → Ngày (日/号),,"Trong tiếng Trung, thứ tự thời gian luôn đi từ đơn vị lớn đến đơn vị nhỏ (từ năm đến tháng rồi tới ngày). Khi đọc năm, bạn đọc từng chữ số một thay vì đọc cả số như trong tiếng Việt.","Bạn có thể dùng 「号」 trong văn nói hàng ngày, còn 「日」 thường được dùng trong văn viết hoặc các văn bản trang trọng.",Đừng nhầm lẫn với thứ tự trong tiếng Việt (ngày/tháng/năm); hãy luôn nhớ quy tắc 'cái gì to nhất thì đứng trước' để tránh bị ngược.,hsk_1.json,reviewed-local
今天,hsk2_15,Cách dùng 有点儿,,有点儿 (yǒudiǎnr) + Tính từ / Động từ,,Phó từ 「有点儿」 thường đứng trước tính từ hoặc động từ để biểu thị mức độ nhẹ. Cấu trúc này thường được dùng để diễn tả ý kiến không hài lòng hoặc cảm xúc tiêu cực của người nói về một sự việc nào đó.,Bạn có thể dùng 「有点儿」 để câu nói trở nên khách quan và bớt gay gắt hơn khi phàn nàn về điều gì đó.,"Cần phân biệt với 「一点儿」 (yīdiǎnr) vì 「有点儿」 thường mang sắc thái tiêu cực, trong khi 「一点儿」 dùng để so sánh hoặc biểu thị số lượng ít.",hsk_2.json,reviewed-local
今天,hsk2_27,Bổ ngữ trạng thái,,Động từ + 得 + tính từ/động từ (Bổ ngữ kết quả),,"Bổ ngữ chỉ kết quả dùng để đánh giá, nhận xét về mức độ hoặc kết quả của một hành động. Bạn đặt từ 「得」 ngay sau động từ chính, sau đó thêm tính từ để mô tả kết quả đó (ví dụ: 「他说汉语说得很好」- Anh ấy nói tiếng Trung rất tốt).","Nếu câu có tân ngữ, bạn nên lặp lại động từ theo cấu trúc: [Động từ + Tân ngữ + Động từ + 得 + tính từ] để câu văn tự nhiên hơn.",Đừng nhầm lẫn giữa 「得」(dé) trong bổ ngữ kết quả và 「的」(de) dùng sau định ngữ hay 「地」(de) dùng sau trạng ngữ.,hsk_2.json,reviewed-local
今年,usage:今年,Cách dùng 今年,compound-semantic,,"Chỉ năm hiện tại. Có thể ghép với mùa để chỉ mùa trong năm nay: 今年夏天, 今年冬天. Lưu ý thanh điệu: jīn (thanh 1) + nián (thanh 2).","Ghép nghĩa: 今 (nay, bây giờ) + 年 (năm). 'Năm bây giờ' = năm nay. Đây là ghép nghĩa trực tiếp.",,,hsk_1.json,reviewed-local
今年,hsk1_9,Số đếm từ 1 đến 99,,Số (1-99): (Số hàng chục) + 十 + (Số hàng đơn vị),,"Trong tiếng Trung, các số từ 11 đến 99 được tạo thành rất logic theo quy tắc nhân số hàng chục với 「十」. Ví dụ: số 25 sẽ là 「二十五」 (hai mươi năm). Bạn có thể dùng các con số này để nói về tuổi tác, thời gian, số tiền hoặc số lượng đồ vật.","Khi hỏi về số lượng nhỏ (dưới 10), bạn có thể dùng đại từ nghi vấn 「几」 để đặt câu hỏi, câu trả lời thường sẽ là một con số cụ thể.","Lưu ý trật tự thời gian trong tiếng Trung luôn đi từ lớn đến nhỏ (Năm -> Tháng -> Ngày), khác với tiếng Việt nên bạn cần chú ý khi đọc ngày tháng.",hsk_1.json,reviewed-local
今年,hsk1_10,Trợ từ 了 chỉ sự thay đổi,,S + [tính từ/động từ] + 了,,"Trợ từ 「了」 đặt cuối câu để chỉ sự thay đổi trạng thái hoặc một tình huống mới so với trước đây. Nó giúp người nghe hiểu rằng sự vật, hiện tượng đã có bước chuyển biến hoặc không còn như cũ.","Hãy tưởng tượng 「了」 như từ ""rồi"" trong tiếng Việt, dùng để nhấn mạnh sự việc đã thay đổi hoặc đã đạt đến một con số, trạng thái mới.",Đừng nhầm lẫn 「了」 chỉ sự thay đổi với 「了」 dùng sau động từ để chỉ hành động đã hoàn thành; ở đây 「了」 chủ yếu nhấn mạnh tính mới của tình huống.,hsk_1.json,reviewed-local
今年,hsk4_19,Cách dùng giới từ 按照,,按照 + danh từ/cụm danh từ + động từ,,"Giới từ 「按照」 được dùng để chỉ căn cứ hoặc cơ sở để thực hiện một hành động nào đó. Nó thường được dịch sang tiếng Việt là “theo”, “dựa vào” hoặc “căn cứ vào”.",Cụm từ bắt đầu bằng 「按照」 thường đứng ở đầu câu hoặc trước động từ để bổ sung ý nghĩa cho hành động phía sau.,"Không nên nhầm lẫn 「按照」 với 「照」; mặc dù có nghĩa tương tự nhưng 「按照」 mang tính trang trọng và thường dùng trong văn viết hoặc các quy tắc, quy định cụ thể.",hsk_4.json,reviewed-local
今年,hsk2_new_45,Câu chữ 有 (Sở hữu và Tồn tại),,S + 有 + O (Chủ ngữ + Có + Tân ngữ),,"Động từ 「有」 dùng để chỉ sự sở hữu (có cái gì đó) hoặc sự tồn tại (có sự xuất hiện của ai/cái gì). Trong câu phủ định, ta dùng 「没有」 thay cho 「不有」.","Khi muốn nói 'không có', hãy luôn dùng 「没有」, không bao giờ nói 「不有」.",Đừng nhầm lẫn giữa 「有」 (sở hữu/tồn tại) và 「是」 (định danh/là).,new_hsk_2.json,reviewed-local
今年,hsk3_new_22,Bổ ngữ chỉ mức độ cực độ 「极了」,,Tính từ + 极了 (Cực kỳ/Vô cùng),,"Cấu trúc 「极了」 được đặt sau tính từ để nhấn mạnh mức độ ở cấp độ cao nhất. Nó tương đương với nghĩa ""cực kỳ"" hoặc ""vô cùng"" trong tiếng Việt.","Thường dùng để biểu đạt cảm xúc mạnh hoặc mô tả trạng thái một cách nhấn mạnh, ví dụ: 「太好了」(tốt quá/cực kỳ tốt).",Cần lưu ý 「极了」 thường đi với các tính từ mang ý nghĩa tích cực hoặc mô tả trạng thái cực hạn.,new_hsk_3.json,reviewed-local
今年,hsk3_new_24,Bổ ngữ xu hướng 「下去」: Sự tiếp tục,,Động từ + 下去,,"Cấu trúc 「下去」 được dùng sau động từ để diễn tả một hành động hoặc trạng thái đang diễn ra và cần được tiếp tục duy trì trong tương lai. Nó giúp nhấn mạnh tính liên tục của hành động đó, ví dụ: 「请说下去」 (Xin hãy nói tiếp đi).","Hãy tưởng tượng 「下去」 như việc bạn đang 'tiếp tục đi xuống' con đường đang đi, giúp bạn ghi nhớ nghĩa của nó là kéo dài hành động.","Không nên nhầm lẫn với hướng đi vật lý (từ cao xuống thấp), ở đây 「下去」 chỉ mang nghĩa trừu tượng về thời gian và trạng thái.",new_hsk_3.json,reviewed-local
今年,hsk3_new_25,Động từ ly hợp,,Động từ (A) + Thành phần bổ trợ + Tân ngữ (B),,"Trong tiếng Trung, 「động từ ly hợp」 gồm một động từ và một tân ngữ dính liền nhau. Khi muốn thêm số lần, thời lượng hoặc bổ ngữ, ta phải tách chúng ra và chèn các thành phần đó vào giữa.","Hãy tưởng tượng 「động từ ly hợp」 là một cặp đôi, khi có 'người thứ ba' chen vào thì hai bạn ấy phải tách nhau ra.",Đừng bao giờ đặt bổ ngữ hoặc tân ngữ trực tiếp ngay sau toàn bộ cụm động từ ly hợp mà không tách chúng ra.,new_hsk_3.json,reviewed-local
今年,hsk3_new_40,Phó từ phạm vi 就,,Chủ ngữ + 就 + Động từ/Danh từ,,"Phó từ 「就」 được dùng để nhấn mạnh phạm vi giới hạn, mang nghĩa là 'chỉ' hoặc 'đúng là'. Nó thường đứng trước động từ để biểu thị sự ít ỏi của số lượng hoặc nhấn mạnh vào một đối tượng duy nhất.",Bạn có thể hiểu 「就」 trong trường hợp này tương đương với 「只」 (chỉ) để diễn đạt sự hạn chế về số lượng.,Cần chú ý phân biệt với các nghĩa khác của 「就」 như diễn tả thời gian sớm hoặc hành động sắp xảy ra để tránh nhầm lẫn.,new_hsk_3.json,reviewed-local
介绍,usage:介绍,Cách dùng 介绍,compound-semantic,,'介绍' là giới thiệu. '让我介绍一下' để tôi giới thiệu. '自我介绍' tự giới thiệu. '介绍人' người mai mối hoặc người giới thiệu.,"Ghép nghĩa: 介 (ở giữa, trung gian) + 绍 (nối tiếp). Người ở giữa nối tiếp hai bên, giới thiệu.",,,hsk_1.json,reviewed-local
介绍,hsk2_10,Cấu trúc nhấn mạnh 是...的,,S + 是 + [thời gian/địa điểm/cách thức] + V + 的,,"Cấu trúc 「是……的」 được dùng để nhấn mạnh các yếu tố như thời gian, địa điểm, hoặc cách thức của một hành động đã xảy ra trong quá khứ. Khi dùng cấu trúc này, người nói đã biết rõ hành động đó đã diễn ra rồi.","Nếu muốn phủ định, bạn hãy đặt 「不」 trước 「是」, tạo thành 「不是……的」.","Cấu trúc này chỉ dùng cho hành động đã xảy ra, không dùng cho hành động đang diễn ra hoặc chưa xảy ra.",hsk_2.json,reviewed-local
介绍,hsk3_40,Lặp lại động từ hai âm tiết,,Động từ AB -> ABAB (Ví dụ: 休息 -> 休息休息),,"Khi muốn diễn tả một hành động diễn ra trong thời gian ngắn hoặc mang tính chất thử làm, chúng ta lặp lại động từ hai âm tiết theo cấu trúc 「ABAB」. Cách nói này giúp câu văn trở nên nhẹ nhàng, tự nhiên và giảm bớt tính trang trọng.","Bạn có thể thêm 「一下」 vào sau dạng lặp 「ABAB」 để làm cho ngữ khí thêm mềm mỏng, ví dụ: 「休息休息一下」.","Cấu trúc này chỉ áp dụng cho động từ hai âm tiết, không dùng cho các động từ chỉ trạng thái tâm lý hoặc các động từ đơn tiết.",hsk_3.json,reviewed-local
仍然,usage:仍然,Cách dùng 仍然,trạng từ,,"Thường dùng trong văn viết, mang sắc thái trang trọng hơn '还'. Nhấn mạnh tính tiếp tục bất chấp thay đổi.",,,,hsk_2.json,reviewed-local
仍然,hsk4_4,Cấu trúc 即使……也……,,"即使 + [giả thiết/sự việc], 也 + [kết quả không thay đổi]",,"Cấu trúc 「即使……也……」 dùng để diễn tả quan hệ nhượng bộ, có nghĩa là ""cho dù... thì cũng..."". Nó chỉ ra rằng dù giả thiết hoặc sự việc ở vế đầu có xảy ra hay không, kết quả ở vế sau vẫn không thay đổi.",Bạn có thể thay thế 「即使」 bằng 「就是」 hoặc 「哪怕」 trong văn nói để biểu đạt ý nghĩa tương tự.,Vế sau thường đi kèm với 「也」 hoặc 「还」 để nhấn mạnh việc kết quả không bị ảnh hưởng bởi điều kiện ở vế trước.,hsk_4.json,reviewed-local
从事,usage:从事,Cách dùng 从事,động từ,,"从事 mang nghĩa tham gia hoặc làm việc trong một lĩnh vực chuyên môn. Nó thường đi kèm với các ngành nghề như 教育 (giáo dục), 医疗 (y tế), 科研 (nghiên cứu khoa học). Trong giao tiếp, người ta thường nói '从事...工作' (làm việc trong...) hoặc '从事...行业' (làm trong ngành...).",,,,hsk_3.json,reviewed-local
从前,usage:从前,Cách dùng 从前,compound-semantic,,"从前 thường dùng để mở đầu câu chuyện cổ tích, hoặc nói về quá khứ xa. Mang sắc thái văn chương hơn 以前 hoặc 之前.",,,,hsk_2.json,reviewed-local
从小,usage:从小,Cách dùng 从小,noun,,,,,,hsk_2.json,reviewed-local
从来,usage:从来,Cách dùng 从来,compound-semantic,,"从来 (cónglái) là phó từ chỉ thời gian, mang nghĩa 'từ trước đến nay'. Thường dùng trong câu phủ định với 不 (bù) hoặc 没有 (méiyǒu) để chỉ 'chưa bao giờ'. Trong câu khẳng định, nó mang nghĩa 'luôn luôn, từ trước đến nay'.",,,,hsk_2.json,reviewed-local
从来,hsk4_2,Cách dùng phó từ 从来,,Chủ ngữ + 从来 (không) + động từ/tính từ,,"Phó từ 「从来」 diễn tả một sự việc luôn luôn như vậy kể từ quá khứ cho đến tận bây giờ. Trong tiếng Trung, từ này thường đi kèm với các từ phủ định như 「不」 hoặc 「没」 để nhấn mạnh việc gì đó chưa từng xảy ra.","Nếu muốn nhấn mạnh hơn, bạn có thể thêm 「都」 vào sau 「从来」, ví dụ: 「从来都不…」 (từ trước tới nay đều không bao giờ...)","Đừng nhầm lẫn 「从来」 với 「一直」; 「从来」 thường dùng trong câu phủ định để chỉ sự việc không xảy ra từ trước đến nay, còn 「一直」 dùng cho cả câu khẳng định để chỉ sự liên tục.",hsk_4.json,reviewed-local
从来,hsk4_9,Cách dùng phó từ 却,,Chủ ngữ + 却 + Động từ/Tính từ,,"Phó từ 「却」 được đặt sau chủ ngữ và trước động từ hoặc tính từ để biểu thị sự chuyển ý, đối lập với vế trước. Nó mang nghĩa là ""nhưng"" hoặc ""lại"", giúp câu văn chuyển tiếp tự nhiên với ngữ khí nhẹ nhàng.",Bạn có thể sử dụng 「却」 kết hợp với các liên từ như 「虽然」 (mặc dù) ở vế trước để tạo thành cấu trúc đối lập rõ ràng.,"Không nên nhầm lẫn 「却」 với 「但是」; 「但是」 là liên từ dùng để nối hai vế câu, còn 「却」 là phó từ nên phải đứng sau chủ ngữ.",hsk_4.json,reviewed-local
从来,hsk5_48,Cấu trúc 自从 (kể từ khi),,自从 + [mốc thời gian/sự kiện] + (之后/以后)，S + …,,"Giới từ 「自从」 dùng để chỉ thời điểm bắt đầu của một sự việc hoặc hành động, tương đương với nghĩa “kể từ khi” trong tiếng Việt. Cấu trúc này giúp xác định cột mốc thời gian làm điểm xuất phát cho các biến đổi hoặc trạng thái diễn ra sau đó.",Bạn có thể kết hợp thêm 「之后」 hoặc 「以后」 ở cuối cụm thời gian để câu văn nghe tự nhiên và đầy đủ hơn.,"「自从」 thường được dùng với các sự việc đã xảy ra hoặc kéo dài từ quá khứ đến hiện tại, không dùng cho các sự việc trong tương lai.",hsk_5.json,reviewed-local
仔细,usage:仔细,Cách dùng 仔细,tính từ,,"仔细 (zǐxì) nghĩa là cẩn thận, tỉ mỉ. Ghép từ 仔 (tỉ mỉ, kỹ lưỡng) + 细 (nhỏ, mảnh, chi tiết). Nhớ: chăm chút 'tỉ mỉ' (仔) từng điều 'chi tiết' (细).",,,,hsk_2.json,reviewed-local
他们,usage:他们,Cách dùng 他们,compound-semantic,,"Đại từ ngôi thứ 3 số nhiều (họ). Cũng có 她们 cho nữ và 它们 cho vật/súc vật. Phát âm giống 他, chỉ khác chữ viết.",他 (anh ấy/nó) + 们 (hậu tố số nhiều) → họ/những người ấy.,,,hsk_1.json,reviewed-local
他们,hsk1_31,Vị trí từ chỉ thời gian,,Chủ ngữ + Thời gian + Động từ / hoặc / Thời gian + Chủ ngữ + Động từ,,"Trong tiếng Trung, từ chỉ thời gian thường đứng sau chủ ngữ (ngay trước động từ), nhưng đôi khi cũng có thể đứng đầu câu trước chủ ngữ để nhấn mạnh thời điểm. Hãy nhớ quy tắc sắp xếp thời gian từ lớn đến nhỏ: năm -> tháng -> ngày -> thứ -> giờ -> phút.","Nếu bạn muốn làm nổi bật thời gian xảy ra hành động, hãy đặt từ chỉ thời gian lên đầu câu.","Tuyệt đối không đặt từ chỉ thời gian sau động từ trong cấu trúc câu này, vì vị trí đó thường dành cho tân ngữ.",hsk_1.json,reviewed-local
他们,hsk1_44,Cách dùng phó từ 都,,Chủ ngữ + 都 + Động từ/Tính từ,,"Phó từ 「都」 dùng để chỉ phạm vi bao quát của chủ ngữ, có nghĩa là ""đều"" hoặc ""tất cả"". Nó luôn đứng trước động từ hoặc tính từ để bổ nghĩa cho hành động hoặc trạng thái của tập thể.",Hãy nhớ rằng 「都」 luôn đứng sau chủ ngữ (ví dụ: 我们都很好 - Chúng tôi đều rất khỏe).,"Cần phân biệt vị trí của từ phủ định: 「都不」 có nghĩa là ""đều không"" (không ai làm gì cả), còn 「不都」 có nghĩa là ""không phải tất cả đều"" (chỉ một phần không làm).",hsk_1.json,reviewed-local
他们,hsk3_11,Cấu trúc V1 + 着 + V2,,Động từ 1 + 着 + (tân ngữ 1) + Động từ 2 + (tân ngữ 2),,"Cấu trúc này dùng để diễn tả hai hành động xảy ra cùng một lúc, trong đó hành động thứ nhất đóng vai trò là phương thức hoặc trạng thái đi kèm cho hành động thứ hai. Ví dụ, câu 「他们站着聊天儿」 có nghĩa là họ đang nói chuyện trong tư thế đứng.",Hãy ghi nhớ rằng động từ đứng trước 「着」 thường chỉ trạng thái duy trì để làm nền cho hành động chính phía sau.,"Cần phân biệt rõ với 「着」 dùng để chỉ trạng thái tĩnh (ví dụ: 「墙上挂着画」), trong cấu trúc này phải có ít nhất hai động từ diễn tả hành động.",hsk_3.json,reviewed-local
他们,hsk3_18,Thể hiện sự hứng thú,,S + 对 + [Đối tượng/N] + 感兴趣 / 有兴趣,,"Cấu trúc này dùng để diễn tả việc ai đó cảm thấy hứng thú hoặc quan tâm đối với một lĩnh vực, sự vật hoặc sự việc nào đó. Trong đó 「对」 đóng vai trò là giới từ chỉ đối tượng mà bạn quan tâm.","Bạn có thể thêm các phó từ chỉ mức độ như 「很」, 「非常」 vào trước 「感兴趣」 hoặc 「有兴趣」 để nhấn mạnh sự yêu thích.","Khi ở dạng phủ định, hãy nhớ dùng 「不感兴趣」 với 「感兴趣」, nhưng dùng 「没(有)兴趣」 với 「有兴趣」.",hsk_3.json,reviewed-local
他们,hsk4_7,Cách dùng 差不多,,A + 差不多 + B (A và B xấp xỉ nhau) / 差不多 + [số lượng/thời gian],,"「差不多」 dùng để chỉ sự xấp xỉ, gần như tương đương về mức độ, số lượng, khoảng cách hoặc thời gian. Nó có thể đóng vai trò là tính từ (khi nói hai sự vật giống nhau) hoặc phó từ (khi nói về ước lượng).","Khi làm tính từ, bạn có thể dùng 「这两个差不多」 (Hai cái này xấp xỉ nhau) để diễn đạt sự tương đồng mà không cần liệt kê cụ thể.","Không nên nhầm lẫn 「差不多」 với 「差一点」, vì 「差一点」 thường dùng để nói về một sự việc suýt chút nữa đã xảy ra hoặc không xảy ra.",hsk_4.json,reviewed-local
他们,hsk5_26,Bổ ngữ khả năng chỉ sự thắng thế,,Động từ + 得/不 + 过 (Bổ ngữ khả năng về sự thắng thế),,"Cấu trúc này dùng để diễn tả khả năng có thể thắng hoặc vượt qua ai đó trong một cuộc thi hay sự so sánh. Khi dùng 「得」 nghĩa là có thể thắng, khi dùng 「不」 nghĩa là không thể thắng hoặc không bằng đối phương.",Hãy liên tưởng đến các ngữ cảnh cạnh tranh như chơi thể thao hoặc so tài để ghi nhớ cấu trúc này dễ dàng hơn.,Đừng nhầm lẫn với bổ ngữ khả năng 「得/不 + 过来」 (dùng để nói về việc có đủ sức hay đủ thời gian để hoàn thành việc gì đó hay không).,hsk_5.json,reviewed-local
他们,hsk6_1,Cấu trúc 巴不得 diễn tả mong muốn,,Chủ ngữ + 巴不得 + (cái gì đó/động từ) + (lắm/nhé),,"Cấu trúc 「巴不得」 được dùng để diễn tả mong muốn tha thiết, khao khát một việc gì đó xảy ra ngay lập tức. Đây là một cụm từ thường dùng trong khẩu ngữ để nhấn mạnh sự háo hức hoặc tâm trạng muốn đạt được kết quả ngay của người nói.","Bạn có thể hiểu 「巴不得」 tương đương với cụm từ ""chỉ mong sao"" hoặc ""rất muốn"" trong tiếng Việt.","Vì mang nghĩa mong đợi mạnh mẽ nên cấu trúc này thường diễn tả những sự việc mà người nói cực kỳ kỳ vọng, không dùng cho những việc mang ý nghĩa tiêu cực hoặc không mong muốn.",hsk_6.json,reviewed-local
他们,hsk6_5,Cách dùng động lượng từ 番,,Động từ + 番 (fān),,"Lượng từ 「番」 được dùng sau động từ để chỉ một lần hoặc một lượt thực hiện hành động. Cách dùng này thường đi kèm với những hành động đòi hỏi sự nỗ lực, tốn thời gian hoặc trải nghiệm sâu sắc.","Bạn thường thấy 「番」 đi cùng các động từ như 「思考」(suy nghĩ), 「讨论」(thảo luận) hoặc 「折腾」(xoay xở) để nhấn mạnh quá trình thực hiện công việc đó.","Không nên nhầm lẫn 「番」 với 「次」(cì). Trong khi 「次」 dùng cho mọi loại lần hành động thông thường, 「番」 thường gợi cảm giác về một trải nghiệm có đầu có đuôi.",hsk_6.json,reviewed-local
他们,hsk2_new_6,Động từ/cụm động từ làm định ngữ,,Định ngữ (Động từ/Cụm động từ) + 的 + Trung tâm ngữ,,"Khi muốn dùng một hành động hoặc cụm từ để mô tả cho một danh từ, ta đặt hành động đó lên trước danh từ. Bắt buộc phải thêm trợ từ 「的」 vào giữa để nối định ngữ và trung tâm ngữ.","Hãy xem định ngữ là một 'nhãn dán' mô tả tính chất cho danh từ phía sau, ví dụ: 'quần áo' (trung tâm ngữ) + 'mới mua' (định ngữ) = 'quần áo mới mua' 「新买的衣服」.","Đừng quên chữ 「的」, nếu thiếu nó câu văn sẽ bị coi là sai ngữ pháp trong tiếng Trung.",new_hsk_2.json,reviewed-local
代表,usage:代表,Cách dùng 代表,compound-semantic,,"代表 có thể là danh từ (người đại diện) hoặc động từ (đại diện cho). 代 (đại) nghĩa là thay thế, đại diện; 表 (biểu) nghĩa là biểu hiện, thể hiện ra bên ngoài.",,,,hsk_3.json,reviewed-local
代表,hsk5_56,Phân biệt 发言 và 发表,,发言 (phát biểu ý kiến) vs. 发表 (công bố/đăng tải),,"「发言」 dùng để chỉ hành động trình bày ý kiến hoặc nói chuyện trong các buổi hội họp, thảo luận. Trong khi đó, 「发表」 thường dùng cho việc công bố rộng rãi các tác phẩm, quan điểm hoặc số liệu trên phương tiện truyền thông.","Hãy nhớ 「发言」 giống như 'lên tiếng' trong cuộc họp, còn 「发表」 giống như 'xuất bản' hay 'đăng bài' để mọi người cùng xem.","Không nên dùng nhầm 「发表」 cho hành động nói chuyện trực tiếp tại chỗ, vì nó mang tính chất chính thức và đại chúng hơn.",hsk_5.json,reviewed-local
以上,usage:以上,Cách dùng 以上,noun,,Chỉ mức độ hoặc số lượng từ điểm xác định trở lên,,,,hsk_2.json,reviewed-local
以上,hsk6_18,Cách dùng cấu trúc 致使,,Nguyên nhân + 致使 + Kết quả (tiêu cực),,"Cấu trúc 「致使」 dùng để chỉ một nguyên nhân dẫn đến một kết quả hoặc hậu quả nào đó. Điểm quan trọng là kết quả này thường mang nghĩa tiêu cực hoặc là điều không mong muốn, thường xuất hiện trong văn viết trang trọng.",Bạn nên dùng 「致使」 khi muốn nhấn mạnh mối quan hệ nhân quả trực tiếp trong các văn bản nghị luận hoặc báo chí.,"Vì 「致使」 mang sắc thái tiêu cực, bạn không nên dùng nó để diễn tả những kết quả tốt đẹp hay những sự việc tích cực.",hsk_6.json,reviewed-local
以下,usage:以下,Cách dùng 以下,noun,,Chỉ mức độ hoặc số lượng từ điểm xác định trở xuống,,,,hsk_2.json,reviewed-local
以为,usage:以为,Cách dùng 以为,verb,,"Thường dùng khi suy nghĩ sai lầm, khác với thực tế",,,,hsk_2.json,reviewed-local
以为,hsk4_16,Cách dùng 以为,,Chủ ngữ + 以为 + [nội dung suy nghĩ sai lệch],,"Động từ 「以为」 được dùng để diễn tả việc chủ thể tin rằng điều gì đó là sự thật, nhưng thực tế lại hoàn toàn trái ngược hoặc sai lầm. Nó mang nghĩa tiếng Việt là 'tưởng rằng' hoặc 'ngỡ rằng'.",Bạn có thể dùng 「还以为」 để nhấn mạnh hơn vào sự ngạc nhiên hoặc vỡ lẽ của bản thân sau khi phát hiện ra sự thật.,Không nên dùng 「以为」 để nói về nhận định của bản thân về một sự việc đúng đắn hoặc trung lập; khi đó hãy dùng 「认为」 (cho rằng/nghĩ rằng).,hsk_4.json,reviewed-local
以为,hsk4_17,Cách dùng từ 原来,,原来 (yuánlái) + [V/Adj/N],,Từ 「原来」 dùng để diễn tả sự thật vốn có từ trước hoặc kết quả sau khi đã tìm hiểu rõ sự việc. Nó có hai nghĩa chính: 'vốn dĩ' (trạng thái ban đầu) hoặc 'hóa ra' (khi phát hiện ra điều gì đó mà trước đây mình chưa biết).,"Khi mang nghĩa 'hóa ra', 「原来」 thường đặt ở đầu câu để bộc lộ sự ngạc nhiên sau khi khám phá ra chân tướng của sự việc.","Cần phân biệt với 「本来」; 「本来」 nhấn mạnh vào dự định hoặc trạng thái ban đầu bị thay đổi, còn 「原来」 nhấn mạnh vào sự thật khách quan vốn có.",hsk_4.json,reviewed-local
以为,hsk5_15,Cách dùng phó từ 倒,,Chủ ngữ + 倒 + động từ/tính từ + (lời giải thích),,"Phó từ 「倒」 được dùng để diễn tả một tình huống hoặc kết quả trái ngược với dự đoán, mong đợi của người nói. Nó mang sắc thái ngạc nhiên hoặc có ý nhượng bộ, làm nổi bật sự khác biệt giữa thực tế và suy nghĩ ban đầu.","Bạn có thể dịch 「倒」 trong trường hợp này là 'vậy mà', 'ngược lại', hoặc 'thế mà' để làm rõ ý đối lập.","Cần phân biệt với từ 「倒」 mang nghĩa 'đổ' hoặc 'ngược', ở đây nó đóng vai trò là phó từ đứng trước động từ hoặc tính từ để biểu thị thái độ.",hsk_5.json,reviewed-local
以前,usage:以前,Cách dùng 以前,noun,,,,,,hsk_2.json,reviewed-local
以前,hsk1_32,Cách dùng từ 前 chỉ thời gian,,[Khoảng thời gian] + 前,,Từ 「前」 được dùng sau một khoảng thời gian để chỉ mốc thời gian trước hiện tại hoặc trước một thời điểm đã nhắc đến. Ví dụ: 「三天前」(ba ngày trước) hoặc 「五分钟前」(năm phút trước).,"Bạn có thể dễ dàng ghi nhớ bằng cách dịch ngược từ tiếng Việt sang, ví dụ: 3 ngày + trước = 「三天前」.","Đừng nhầm lẫn với 「以前」(yǐqián), vì 「前」 luôn đứng sau một khoảng thời gian cụ thể (như 3 ngày, 2 năm), còn 「以前」 mang nghĩa chung chung là ""trước đây"".",hsk_1.json,reviewed-local
以前,hsk4_32,Cách dùng từ 通过,,通过 + [phương thức/cách thức] + [động từ],,"Từ 「通过」 dùng để diễn tả phương thức hoặc con đường giúp bạn đạt được một mục đích nào đó, có nghĩa là ""thông qua"" hoặc ""bằng cách"". Ngoài ra, nó còn dùng để diễn tả hành động đi xuyên qua một không gian vật lý, ví dụ như đi qua đường hoặc đi qua cửa.","Bạn có thể dịch 「通过」 là ""nhờ vào"" khi nói về việc đạt được kết quả, ví dụ: ""Nhờ vào sự nỗ lực mà tôi đã đỗ HSK"".","Cần phân biệt rõ ngữ cảnh: Nếu dùng để chỉ phương thức thì thường theo sau là một hành động, còn nếu dùng để chỉ không gian thì thường theo sau là địa điểm cụ thể.",hsk_4.json,reviewed-local
以前,hsk3_new_18,Câu điều kiện với 如果...就...,,如果 + giả thuyết + (的话)，(chủ ngữ) + 就 + kết quả,,"Cấu trúc này dùng để diễn tả một giả thiết và kết quả tương ứng xảy ra sau đó, tương đương với nghĩa ""nếu... thì..."" trong tiếng Việt. 「如果」 mở đầu vế điều kiện, còn 「就」 nối tiếp để dẫn ra kết quả.","Bạn có thể thêm 「的话」 vào cuối vế giả thiết để câu văn nghe tự nhiên hơn, dù không bắt buộc.","Trong tiếng Trung, 「就」 phải được đặt sau chủ ngữ của vế kết quả, không nên đặt trước chủ ngữ.",new_hsk_3.json,reviewed-local
以前,hsk3_new_27,Thời gian trước và sau hành động,,[Cụm động từ/Thời gian] + 以前/以后,,"Cấu trúc này dùng để diễn tả một mốc thời gian hoặc sự kiện xảy ra trước 「以前」 hoặc sau 「以后」 một hành động cụ thể. Trong câu, cụm từ chỉ thời gian luôn đứng trước động từ chính để bổ nghĩa cho hành động đó.","Nếu muốn nói 'trước khi đi' bạn chỉ cần đặt cụm 'đi' trước 「以前」, ví dụ: '去以前'.",Không được đặt 「以前/以后」 đứng một mình ở đầu câu nếu không có danh từ hoặc cụm động từ đi kèm phía trước để làm rõ nghĩa.,new_hsk_3.json,reviewed-local
以后,usage:以后,Cách dùng 以后,noun,,,,,,hsk_1.json,reviewed-local
