word,collocation,collocationPinyin,collocationMeaning,sentenceChinese,sentencePinyin,sentenceMeaning,source
回答,请回答,qǐng huídá,xin trả lời,请回答,Qǐng huídá,Xin trả lời,hsk_1.json
园林,苏州园林,Sūzhōu yuánlín,Vườn cảnh Tô Châu,苏州园林是中国最著名的园林之一,Sūzhōu yuánlín shì Zhōngguó zuì zhùmíng de yuánlín zhī yī,Vườn cảnh Tô Châu là một trong những vườn lâm nổi tiếng nhất Trung Quốc,hsk_3.json
园林,园林设计,yuánlín shèjì,thiết kế vườn lâm,园林设计是一门艺术,Yuánlín shèjì shì yī mén yìshù,Thiết kế vườn lâm là một môn nghệ thuật,hsk_3.json
困惑,感到困惑,gǎn dào kùn huò,cảm thấy bối rối,他对未来感到困惑,Tā duì wèi lái gǎn dào kùn huò,Anh ấy cảm thấy lúng túng về tương lai,hsk_3.json
困难,遇到困难,yùdào kùnnán,gặp khó khăn,尽管遇到困难，他也没有放弃。,"Jǐnguǎn yùdào kùnnán, tā yě méiyǒu fàngqì.","Tuy gặp khó khăn, anh ấy vẫn không bỏ cuộc.",hsk_3.json
国外,去国外,qù guówài,đi nước ngoài,很多中国学生去国外留学,Hěnduō Zhōngguó xuésheng qù guówài liúxué,Nhiều sinh viên Trung Quốc đi du học ở nước ngoài,hsk_1.json
国外,在国外,zài guówài,ở nước ngoài,我朋友在国外工作,Wǒ péngyǒu zài guówài gōngzuò,Bạn tôi làm việc ở nước ngoài,hsk_1.json
国宝,国宝大熊猫,guóbǎo dàxióngmāo,gấu trúc lớn,国宝大熊猫,Guóbǎo dàxióngmāo,gấu trúc lớn — bảo vật quốc gia,hsk_3.json
国宝,国宝级,guóbǎo jí,cấp bảo vật quốc gia,他是国宝级演员,Tā shì guóbǎo jí yǎnyuán,Anh ấy là diễn viên cấp bảo vật quốc gia,hsk_3.json
国宝,保护国宝,bǎohù guóbǎo,bảo vệ bảo vật,保护国宝,Bǎohù guóbǎo,bảo vệ bảo vật quốc gia,hsk_3.json
国庆,国庆节,guóqìngjié,ngày Quốc khánh,十月一日是中国的国庆节。,Shí yuè yī rì shì Zhōngguó de guóqìngjié.,Mùng một tháng mười là ngày Quốc khánh của Trung Quốc.,hsk_3.json
地图,看地图,kàn dì tú,xem bản đồ,请看地图,Qǐng kàn dì tú,Làm ơn xem bản đồ,hsk_1.json
地址,地址,dì zhǐ,địa chỉ,这个地址很好。,zhè ge dì zhǐ hěn hǎo。,địa chỉ này rất tốt.,hsk_2.json
地址,地址,dì zhǐ,địa chỉ,我喜欢这个地址。,wǒ xǐ huan zhè ge dì zhǐ。,Tôi thích địa chỉ này.,hsk_2.json
地址,地址,dì zhǐ,địa chỉ,况且你又不知道地址。,kuàng qiě nǐ yòu bù zhī dào dì zhǐ,Hơn nữa bạn lại không biết địa chỉ.,hsk_6.json
地方,什么地方,shénme dìfāng,nơi nào,这是什么地方？,Zhè shì shénme dìfāng?,Đây là nơi nào?,hsk_1.json
地方,什么地方,shénme dìfāng,nơi nào,去什么地方？,Qù shénme dìfāng?,Đi đâu?,hsk_1.json
地方,这个地方,zhège dìfāng,nơi này,我喜欢这个地方,Wǒ xǐhuan zhège dìfāng,Tôi thích nơi này,hsk_1.json
地方,这个地方,zhège dìfāng,nơi này,这个地方很大,Zhège dìfāng hěn dà,Nơi này rất lớn,hsk_1.json
地方,这个地方,zhège dìfāng,nơi này,这个地方既安静，交通也方便。,zhè gè dì fāng jì ān jìng jiāo tōng yě fāng biàn,"Nơi này vừa yên tĩnh, giao thông cũng thuận tiện.",hsk_4.json
地铁,坐地铁,zuò dì tiě,đi tàu điện ngầm,坐地铁,zuò dì tiě,Đi tàu điện ngầm,hsk_1.json
地铁,地铁站,dì tiě zhàn,ga tàu điện ngầm,地铁站在哪里,dì tiě zhàn zài nǎ lǐ,Ga tàu điện ngầm ở đâu,hsk_1.json
场所,公共场所,gōnggòng chǎngsuǒ,nơi công cộng,这是一个公共场所。,Zhè shì yī gè gōnggòng chǎngsuǒ.,Đây là một nơi công cộng.,hsk_3.json
坏事,做坏事,zuò huàishì,làm việc xấu,不要做坏事,Bùyào zuò huàishì,Đừng làm việc xấu,hsk_2.json
坐下,坐下,zuò xià,ngồi xuống,请坐下,Qǐng zuò xià,Xin hãy ngồi xuống,hsk_1.json
坐下,坐下,zuò xià,ngồi xuống,我坐下了,Wǒ zuò xià le,Tôi đã ngồi xuống rồi,hsk_1.json
坐下,坐下,zuò xià,ngồi xuống,坐下休息,Zuò xià xiūxi,ngồi xuống nghỉ ngơi,hsk_1.json
坚决,坚决反对,jiān jué fǎn duì,kiên quyết phản đối,我们坚决反对这种行为。,wǒ men jiān jué fǎn duì zhè zhǒng xíng wéi。,Chúng ta kiên quyết phản đối hành vi này.,hsk_3.json
坚强,坚强的意志,jiān qiáng de yì zhì,ý chí kiên cường,我们需要坚强的意志。,wǒ men xū yào jiān qiáng de yì zhì。,Chúng ta cần ý chí kiên cường.,hsk_3.json
城市,大城市,dà chéngshì,thành phố lớn,大城市生活很方便。,Dà chéngshì shēnghuó hěn fāngbiàn.,Cuộc sống ở thành phố lớn rất tiện lợi.,hsk_3.json
城市,大城市,dà chéngshì,thành phố lớn,和中国其他大城市相比。,hé zhōng guó qí tā dà chéng shì xiāng bǐ,So với các thành phố lớn khác của Trung Quốc.,hsk_6.json
基本,基本完成,jī běn wán chéng,hoàn thành cơ bản,我们基本完成了任务。,wǒ men jī běn wán chéng le rèn wu。,Chúng ta cơ bản đã hoàn thành nhiệm vụ.,hsk_2.json
基础,打好基础,dǎ hǎo jī chǔ,nắm vững nền tảng,学习外语需要打好基础。,xué xí wài yǔ xū yào dǎ hǎo jī chǔ。,Học ngoại ngữ cần phải nắm vững nền tảng.,hsk_1.json
境界,精神境界,jīngshén jìngjiè,cảnh giới tinh thần,修身养性可以提升人的精神境界。,Xiūshēn yǎngxìng kěyǐ tíshēng rén de jīngshén jìngjiè.,Tu thân dưỡng tính có thể nâng cao cảnh giới tinh thần của người.,hsk_3.json
境界,高境界,gāo jìngjiè,cảnh giới cao,他进入了冥想的最高境界。,Tā jìnrù le míngxiǎng de zuìgāo jìngjiè.,Ông ấy đã đạt đến cảnh giới thiền định cao nhất.,hsk_3.json
外交,外交部,wàijiāobù,Bộ Ngoại giao,他在外交部工作。,Tā zài wàijiāobù gōngzuò.,Anh ấy làm việc ở Bộ Ngoại giao.,hsk_3.json
外交,外交关系,wàijiāo guānxì,quan hệ ngoại giao,两国外交关系很好。,Liǎng guó wàijiāo guānxì hěn hǎo.,Quan hệ ngoại giao giữa hai nước rất tốt.,hsk_3.json
外卖,点外卖,diǎn wài mài,đặt đồ ăn mang về,我想点外卖,wǒ xiǎng diǎn wài mài,Tôi muốn đặt đồ ăn mang về,hsk_2.json
外号,外号,wài hào,biệt danh,他有一个外号,Tā yǒu yī ge wài hào,Hắn có một biệt danh,hsk_2.json
外号,外号,wài hào,biệt danh,同学们给他起了外号,Tóng xué men gěi tā qǐ le wài hào,Bạn bè đặt cho hắn biệt danh,hsk_2.json
外号,外号,wài hào,biệt danh,这个外号很贴切,Zhè ge wài hào hěn tiē qiè,Biệt danh này rất phù hợp,hsk_2.json
外国,外国朋友,wàiguó péngyǒu,bạn nước ngoài,这个外国朋友很友善,Zhège wàiguó péngyǒu hěn yǒushàn,Người bạn nước ngoài này rất thân thiện,hsk_1.json
外国,外国学生,wàiguó xuéshēng,sinh viên nước ngoài,我们学校有很多外国学生,Wǒmen xuéxiào yǒu hěnduō wàiguó xuéshēng,Trường chúng tôi có rất nhiều sinh viên nước ngoài,hsk_1.json
外文,外文书,wài wén shū,sách ngoại ngữ,他能看懂外文书。,tā néng kàn dǒng wài wén shū。,Anh ấy có thể đọc được sách ngoại ngữ.,hsk_3.json
外衣,穿外衣,chuān wàiyī,mặc áo khoác ngoài,天气变冷了，记得穿外衣,"Tiānqì biàn lěng le, jìde chuān wàiyī","Trời trở lạnh rồi, nhớ mặc áo khoác ngoài",hsk_2.json
外边,去外边,qù wàibiān,ra bên ngoài,请去外边等我,Qǐng qù wàibiān děng wǒ,Xin hãy ra bên ngoài đợi tôi,hsk_1.json
多久,等多久,děng duō jiǔ,đợi bao lâu,我们要等多久？,wǒ men yào děng duō jiǔ？,Chúng ta phải đợi bao lâu?,hsk_2.json
多久,要多久,yào duō jiǔ,mất bao lâu,你需要多久才能完成？,nǐ xū yào duō jiǔ cái néng wán chéng？,Bạn cần bao lâu mới hoàn thành được?,hsk_2.json
多久,要多久,yào duō jiǔ,mất bao lâu,从这里到火车站要多久？,cóng zhè li dào huǒ chē zhàn yào duō jiǔ？,Từ đây đến ga xe lửa bao lâu?,hsk_2.json
多少,多少钱,duōshǎo qián,bao nhiêu tiền,你有多少钱？,Nǐ yǒu duōshǎo qián?,Bạn có bao nhiêu tiền?,hsk_1.json
多少,多少钱,duōshǎo qián,bao nhiêu tiền,多少钱？,Duōshǎo qián?,Bao nhiêu tiền?,hsk_1.json
多少,多少钱,duōshǎo qián,bao nhiêu tiền,这个杯子多少钱？,zhè gè bēi zi duō shǎo qián,Cái ly này bao nhiêu tiền?,hsk_1.json
多少,多少人,duōshǎo rén,bao nhiêu người,多少人？,Duōshǎo rén?,Bao nhiêu người?,hsk_1.json
多少,多少,duōshǎo,bao nhiêu,你有多少钱？,Nǐ yǒu duōshǎo qián?,Bạn có bao nhiêu tiền?,hsk_1.json
多少,多少,duōshǎo,bao nhiêu,多少人？,Duōshǎo rén?,Bao nhiêu người?,hsk_1.json
多少,多少,duōshǎo,bao nhiêu,多少钱？,Duōshǎo qián?,Bao nhiêu tiền?,hsk_1.json
大声,大声说话,dà shēng shuō huà,nói to,不要大声说话,bù yào dà shēng shuō huà,Đừng nói to tiếng,hsk_2.json
大大,大大,dà dà,rất lớn,大大增加,dà dà zēng jiā,Tăng lên rất nhiều,hsk_2.json
大大,大大,dà dà,rất lớn,我再给她买个大大的生日蛋糕。,wǒ zài gěi tā mǎi gè dà dà de shēng rì dàn gāo,Tôi mua thêm cho cô ấy một cái bánh sinh nhật thật to.,new_hsk_2.json
大家,大家好,dà jiā hǎo,chào mọi người,大家好,dà jiā hǎo,Chào mọi người,hsk_1.json
大小,大小,dà xiǎo,lớn nhỏ,这个箱子大小合适,zhè ge xiāng zi dà xiǎo hé shì,Cái thùng này kích thước vừa đúng,hsk_2.json
大小,大小,dà xiǎo,lớn nhỏ,不管大小,bù guǎn dà xiǎo,Bất kể kích thước lớn nhỏ,hsk_2.json
大巴,坐大巴,zuò dàbā,đi xe buýt,我们坐大巴去机场,Wǒmen zuò dàbā qù jīchǎng,Chúng tôi đi xe buýt ra sân bay,hsk_1.json
大衣,穿大衣,chuān dà yī,mặc áo khoác,冬天穿大衣,dōng tiān chuān dà yī,Mùa đông mặc áo khoác dài,hsk_2.json
大量,大量资金,dà liàng zī jīn,số vốn lớn,需要大量资金,xū yào dà liàng zī jīn,Cần số vốn lớn,hsk_2.json
大量,大量生产,dà liàng shēng chǎn,sản xuất quy mô lớn,大量生产,dà liàng shēng chǎn,Sản xuất với số lượng lớn,hsk_2.json
大门,大门口,dà mén kǒu,cửa cổng chính,他站在大门口等我,tā zhàn zài dà mén kǒu děng wǒ,Anh ấy đứng ở cổng chính chờ tôi,hsk_2.json
天气,天气预报,tiānqì yùbào,dự báo thời tiết,天气预报说有雨,Tiānqì yùbào shuō yǒu yǔ,Dự báo thời tiết nói có mưa,hsk_1.json
天生,天生丽质,tiānshēng lìzhì,nhan sắc trời cho,天生丽质，不需要过多打扮。,"Tiānshēng lìzhì, bù xūyào guòduō dǎbàn.","Nhan sắc trời cho, không cần trang điểm quá nhiều.",hsk_3.json
夫人,夫人,fū ren,phu nhân,王夫人,Wáng fūren,Phu nhân Vương,hsk_2.json
夫人,夫人,fū ren,phu nhân,总统夫人,zǒngtǒng fūren,vợ tổng thống,hsk_2.json
夫人,夫人,fū ren,phu nhân,李先生和他的夫人,Lǐ xiānsheng hé tā de fūren,ông Lý và vợ ông ấy,hsk_2.json
失去,失去信心,shī qù xìn xīn,mất lòng tin,不要失去信心。,bù yào shī qù xìn xīn。,Đừng mất lòng tin.,hsk_2.json
奔跑,自由奔跑,zìyóu bēnpǎo,tự do phi chạy,马在草原上自由奔跑,Mǎ zài cǎoyuán shàng zìyóu bēnpǎo,Ngựa tự do phi nước đại trên thảo nguyên,hsk_3.json
奢侈,奢侈品,shēchǐ pǐn,hàng xa xỉ,她喜欢买奢侈品。,Tā xǐhuān mǎi shēchǐ pǐn.,Cô ấy thích mua đồ xa xỉ.,hsk_3.json
女儿,女儿,nǚ'ér,con gái,这是我女儿,Zhè shì wǒ nǚ'ér,Đây là con gái tôi,hsk_1.json
女儿,女儿,nǚ'ér,con gái,女儿很漂亮,Nǚ'ér hěn piàoliang,Con gái rất xinh,hsk_1.json
女儿,女儿,nǚ'ér,con gái,有一个女儿,Yǒu yī gè nǚ'ér,Có một con gái,hsk_1.json
女士,女士,nǚ shì,quý bà,这个女士很好。,zhè ge nǚ shì hěn hǎo。,quý bà này rất tốt.,hsk_1.json
女士,女士,nǚ shì,quý bà,我喜欢这个女士。,wǒ xǐ huan zhè ge nǚ shì。,Tôi thích quý bà này.,hsk_1.json
奶奶,奶奶家,nǎinai jiā,nhà bà nội,去奶奶家,qù nǎinai jiā,đến nhà bà nội,hsk_1.json
好久,好久不见,hǎo jiǔ bù jiàn,đã lâu không gặp,好久不见！,hǎo jiǔ bù jiàn！,Đã lâu không gặp!,hsk_2.json
好久,好久没有,hǎo jiǔ méi yǒu,đã lâu không có,好久没有吃到这么好吃的菜了。,hǎo jiǔ méi yǒu chī dào zhè me hǎo chī de cài le。,Đã lâu không được ăn món ăn ngon như vậy.,hsk_2.json
好事,一件好事,yī jiàn hǎo shì,một việc tốt,他做了一件好事。,tā zuò le yī jiàn hǎo shì。,Anh ấy làm một việc tốt.,hsk_2.json
好像,好像,hǎo xiàng,dường như,好像下雨了,hǎo xiàng xià yǔ le,Hình như trời mưa rồi,hsk_1.json
好像,好像,hǎo xiàng,dường như,他好像不高兴,tā hǎo xiàng bù gāo xìng,Anh ấy dường như không vui,hsk_1.json
好像,好像,hǎo xiàng,dường như,我好像在哪儿看到过这个箱子。,wǒ hǎo xiàng zài nǎ ér kàn dào guò zhè gè xiāng zi,Tôi hình như đã thấy cái vali này ở đâu đó rồi.,new_hsk_3.json
好吃,很好吃,hěn hǎochī,rất ngon,这个菜很好吃。,Zhège cài hěn hǎochī.,Món này rất ngon.,hsk_1.json
好吃,很好吃,hěn hǎochī,rất ngon,中国菜很好吃。,Zhōngguó cài hěn hǎochī.,Món Trung Quốc rất ngon.,hsk_1.json
好吃,很好吃,hěn hǎochī,rất ngon,这个苹果很好吃。,zhè gè píng guǒ hěn hǎo chī,Quả táo này rất ngon.,new_hsk_1.json
好处,有好处,yǒu hǎo chù,có lợi,这对身体有好处,zhè duì shēn tǐ yǒu hǎo chù,Điều này có lợi cho sức khỏe,hsk_2.json
好多,好多人,hǎo duō rén,nhiều người,好多人,hǎo duō rén,Nhiều người,hsk_2.json
好多,好多东西,hǎo duō dōng xi,nhiều đồ,我们吃了好多东西,wǒ men chī le hǎo duō dōng xi,Chúng tôi ăn nhiều đồ,hsk_2.json
好奇,很好奇,hěn hàoqí,rất tò mò,孩子对世界很好奇。,Háizi duì shìjiè hěn hàoqí.,Trẻ em rất tò mò về thế giới.,hsk_3.json
好奇,很好奇,hěn hàoqí,rất tò mò,我很好奇这个故事。,Wǒ hěn hàoqí zhège gùshi.,Tôi rất tò mò về câu chuyện này.,hsk_3.json
好看,很好看,hěn hǎokàn,rất đẹp,这本书很好看。,Zhè běn shū hěn hǎokàn.,Quyển sách này rất hay.,hsk_1.json
好看,很好看,hěn hǎokàn,rất đẹp,她今天很好看。,Tā jīntiān hěn hǎokàn.,Hôm nay cô ấy rất đẹp.,hsk_1.json
好看,很好看,hěn hǎokàn,rất đẹp,那件衣服很好看，还是买那件吧。,nà jiàn yī fú hěn hǎo kàn hái shì mǎi nà jiàn ba,"Bộ quần áo kia rất đẹp, hay là mua bộ đó đi.",new_hsk_2.json
如何,如何做,rúhé zuò,làm như thế nào,你知道如何做这道菜吗？,Nǐ zhīdào rúhé zuò zhè dào cài ma?,Bạn có biết cách làm món này không?,hsk_3.json
妈妈,我妈妈,wǒ māma,mẹ tôi,我妈妈是老师。,Wǒ māma shì lǎoshī.,Mẹ tôi là giáo viên.,hsk_1.json
妈妈,我妈妈,wǒ māma,mẹ tôi,这是给我妈妈的礼物。,Zhè shì gěi wǒ māma de lǐwù.,Đây là quà cho mẹ tôi.,hsk_1.json
妈妈,我妈妈,wǒ māma,mẹ tôi,我妈妈在家。,wǒ mā mā zài jiā,Mẹ tôi ở nhà.,hsk_1.json
妨害,妨害健康,fánghài jiànkāng,Gây hại sức khỏe,妨害健康,fánghài jiànkāng,Gây hại sức khỏe,hsk_3.json
妨害,妨害公共秩序,fánghài gōnggòng zhìxù,Gây hại trật tự công cộng,妨害公共秩序,fánghài gōnggòng zhìxù,Gây hại trật tự công cộng,hsk_3.json
妨害,妨害交通,fánghài jiāotōng,Cản trở giao thông,妨害交通,fánghài jiāotōng,Cản trở giao thông,hsk_3.json
妹妹,妹妹,mèimei,em gái,这是我妹妹,Zhè shì wǒ mèimei,Đây là em gái tôi,hsk_1.json
妹妹,妹妹,mèimei,em gái,妹妹很小,Mèimei hěn xiǎo,Em gái còn nhỏ,hsk_1.json
妹妹,妹妹,mèimei,em gái,我和妹妹一起玩,Wǒ hé mèimei yīqǐ wán,Tôi chơi cùng em gái,hsk_1.json
姐姐,姐姐,jiějie,chị gái,这是我姐姐,Zhè shì wǒ jiějie,Đây là chị gái tôi,hsk_1.json
姐姐,姐姐,jiějie,chị gái,姐姐很漂亮,Jiějie hěn piàoliang,Chị gái rất xinh đẹp,hsk_1.json
姐姐,姐姐,jiějie,chị gái,我和姐姐住,Wǒ hé jiějie zhù,Tôi sống cùng chị gái,hsk_1.json
媒体,社交媒体,shèjiāo méitǐ,mạng xã hội,社交媒体很重要。,Shèjiāo méitǐ hěn zhòngyào.,Mạng xã hội rất quan trọng.,hsk_3.json
字典,字典,zì diǎn,tự điển,查字典,chá zì diǎn,Tra từ điển,hsk_2.json
季节,季节,jì jié,mùa,这个季节很好。,zhè ge jì jié hěn hǎo。,mùa này rất tốt.,hsk_1.json
季节,季节,jì jié,mùa,我喜欢这个季节。,wǒ xǐ huan zhè ge jì jié。,Tôi thích mùa này.,hsk_1.json
学习,学习中文,xuéxí Zhōngwén,học tiếng Trung,我在学习中文,Wǒ zài xuéxí Zhōngwén,Tôi đang học tiếng Trung,hsk_1.json
学习,努力学习,nǔlì xuéxí,chăm chỉ học,努力学习,nǔlì xuéxí,chăm chỉ học,hsk_1.json
学习,努力学习,nǔlì xuéxí,chăm chỉ học,只要你努力学习，就会有进步。,zhǐ yào nǐ nǔ lì xué xí jiù huì yǒu jìn bù,Chỉ cần bạn nỗ lực học tập thì sẽ có tiến bộ.,hsk_3.json
学习,努力学习,nǔlì xuéxí,chăm chỉ học,只有努力学习，才能考好。,zhǐ yǒu nǔ lì xué xí cái néng kǎo hǎo,Chỉ có nỗ lực học tập mới có thể thi tốt.,hsk_3.json
学习,喜欢学习,xǐhuan xuéxí,thích học,喜欢学习,xǐhuan xuéxí,thích học,hsk_1.json
学期,学期,xué qī,học kỳ,这个学期,zhè ge xué qī,Học kỳ này,hsk_1.json
学期,学期,xué qī,học kỳ,上学期,shàng xué qī,Học kỳ đầu,hsk_1.json
学生,我是学生,wǒ shì xuéshēng,tôi là học sinh,我是学生,Wǒ shì xuéshēng,Tôi là học sinh,hsk_1.json
学生,我是学生,wǒ shì xuéshēng,tôi là học sinh,我不是老师，我是学生。你呢？,wǒ bù shì lǎo shī wǒ shì xué shēng nǐ ne,"Tôi không phải là giáo viên, tôi là học sinh. Còn bạn?",hsk_1.json
学生,我是学生,wǒ shì xuéshēng,tôi là học sinh,我是学生。,wǒ shì xué shēng,Tôi là học sinh.,new_hsk_1.json
学生,好学生,hǎo xuéshēng,học sinh giỏi,好学生,hǎo xuéshēng,học sinh giỏi,hsk_1.json
孩子,女孩子,nǚ háizi,đứa bé gái,那个女孩子斯文着呢。,nà gè nǚ hái zi sī wén zhe ne,Cô bé đó nhã nhặn lắm.,hsk_6.json
它们,它们的,tā men de,của chúng,这些书是它们的,zhè xiē shū shì tā men de,Những cuốn sách này là của chúng,hsk_1.json
安全,很安全,hěn ān quán,rất an toàn,这里很安全。,zhè li hěn ān quán。,Ở đây rất an toàn.,hsk_2.json
安全,注意安全,zhù yì ān quán,chú ý an toàn,请注意安全。,qǐng zhù yì ān quán。,Vui lòng chú ý an toàn.,hsk_2.json
安装,安装空调,ānzhuāng kōngtiáo,lắp điều hòa,请帮我安装空调。,Qǐng bāng wǒ ānzhuāng kōngtiáo.,Làm ơn giúp tôi lắp điều hòa.,hsk_3.json
安静,很安静,hěn ān jìng,rất yên tĩnh,图书馆里很安静。,tú shū guǎn lǐ hěn ān jìng。,Trong thư viện rất yên tĩnh.,hsk_2.json
安静,保持安静,bǎo chí ān jìng,giữ yên tĩnh,请保持安静。,qǐng bǎo chí ān jìng。,Vui lòng giữ yên tĩnh.,hsk_2.json
完全,完全,wán quán,hoàn toàn,我完全同意,wǒ wán quán tóng yì,Tôi hoàn toàn đồng ý,hsk_2.json
完全,完全,wán quán,hoàn toàn,完全正确,wán quán zhèng què,Hoàn toàn đúng,hsk_2.json
完全,完全,wán quán,hoàn toàn,大家的意见完全一致。,dà jiā de yì jiàn wán quán yī zhì,Ý kiến của mọi người hoàn toàn thống nhất.,hsk_5.json
宏观,宏观经济,hóngguān jīngjì,kinh tế vĩ mô,宏观经济政策影响所有人,Hóngguān jīngjì zhèngcè yǐngxiǎng suǒyǒu rén,Chính sách kinh tế vĩ mô ảnh hưởng đến mọi người,hsk_3.json
宏观,宏观调控,hóngguān tiáokòng,điều tiết vĩ mô,宏观调控是政府的重要职能,Hóngguān tiáokòng shì zhèngfǔ de zhòngyào zhínéng,Điều tiết vĩ mô là chức năng quan trọng của chính phủ,hsk_3.json
宏观,宏观角度,hóngguān jiǎodù,góc độ vĩ mô,我们需要从宏观角度分析这个问题,Wǒmen xūyào cóng hóngguān jiǎodù fēnxī zhège wèntí,Chúng ta cần phân tích vấn đề này từ góc độ vĩ mô,hsk_3.json
实现,实现目标,shí xiàn mù biāo,đạt được mục tiêu,我们需要实现目标,wǒ men xū yào shí xiàn mù biāo,Chúng ta cần đạt được mục tiêu,hsk_2.json
实行,开始实行,kāi shǐ shí xíng,bắt đầu thực hiện,这个计划已经开始实行。,zhè ge jì huà yǐ jīng kāi shǐ shí xíng。,Kế hoạch này đã bắt đầu được thực hiện.,hsk_2.json
实际,从实际出发,cóng shí jì chū fā,xuất phát từ thực tế,我们要从实际出发。,wǒ men yào cóng shí jì chū fā。,Chúng ta phải xuất phát từ thực tế.,hsk_2.json
家人,我和家人,wǒ hé jiārén,tôi và gia đình,我和家人住在一起,Wǒ hé jiārén zhù zài yīqǐ,Tôi sống cùng gia đình,hsk_1.json
家伙,这家伙,zhè jiāhuo,tên này,这家伙竟然敢这样说话！,Zhè jiāhuo jìngrán gǎn zhèyàng shuōhuà!,Gã này dám nói vậy!,hsk_3.json
家伙,那家伙,nà jiāhuo,tên đó,那家伙真让人头疼。,Nà jiāhuo zhēn ràng rén tóuténg.,Cái thằng đó thật khiến người ta nhức đầu.,hsk_3.json
家教,有家教,yǒu jiājiào,có nề nếp gia giáo,这孩子很有家教，见人打招呼,"Zhè háizi hěn yǒu jiājiào, jiàn rén dǎ zhāohu","Đứa trẻ này rất có nề nếp gia giáo, gặp ai cũng chào hỏi",hsk_2.json
家教,有家教,yǒu jiājiào,có nề nếp gia giáo,没有家教的孩子在社会上很吃亏,Méiyǒu jiājiào de háizi zài shèhuì shàng hěn chīkuī,Trẻ thiếu nề nếp gia đình dễ thiệt thòi ngoài xã hội,hsk_2.json
家里,在家里,zài jiālǐ,ở trong nhà,我在家里,Wǒ zài jiālǐ,Tôi đang ở trong nhà,hsk_1.json
家里,在家里,zài jiālǐ,ở trong nhà,不妨在家里放点儿白噪音。,bù fáng zài jiā lǐ fàng diǎn ér bái zào yīn,Đừng ngại để một chút tiếng ồn trắng trong nhà.,hsk_6.json
家长,家长会,jiā zhǎng huì,họp phụ huynh,明天开家长会,míng tiān kāi jiā zhǎng huì,Ngày mai họp phụ huynh,hsk_2.json
容易,很容易,hěn róng yì,rất dễ,这个问题很容易回答。,zhè ge wèn tí hěn róng yì huí dá。,Câu hỏi này rất dễ trả lời.,hsk_1.json
容易,很容易,hěn róng yì,rất dễ,这道题很容易。,zhè dào tí hěn róng yì,Câu này rất dễ.,hsk_5.json
小区,小区环境,xiǎoqū huánjìng,môi trường khu chung cư,这个小区环境挺好的。,zhè gè xiǎo qū huán jìng tǐng hǎo de,Môi trường của khu dân cư này rất tốt.,new_hsk_3.json
小声,小声说,xiǎo shēng shuō,nói nhỏ,请小声说话,qǐng xiǎo shēng shuō huà,Vui lòng nói nhỏ,hsk_2.json
小心,小心一点,xiǎo xīn yī diǎn,cẩn thận chút,小心一点,xiǎo xīn yī diǎn,Cẩn thận một chút,hsk_2.json
小时,一个小时,yīgè xiǎoshí,một tiếng,还有一个小时,Hái yǒu yīgè xiǎoshí,Còn một tiếng nữa,hsk_1.json
小时,一个小时,yīgè xiǎoshí,một tiếng,冬天比夏天早关门一个小时。,dōng tiān bǐ xià tiān zǎo guān mén yī gè xiǎo shí,Mùa đông đóng cửa sớm hơn mùa hè một tiếng đồng hồ.,new_hsk_3.json
小时,半个小时,bàn gè xiǎoshí,nửa tiếng,都等她半个小时了！,dōu děng tā bàn gè xiǎo shí le,Đã đợi cô ấy nửa giờ đồng hồ rồi!,hsk_2.json
小时,几个小时,jǐ gè xiǎoshí,mấy tiếng,从北京到上海要坐几个小时的飞机？,cóng běi jīng dào shàng hǎi yào zuò jǐ gè xiǎo shí de fēi jī,Từ Bắc Kinh đến Thượng Hải đi máy bay mất mấy tiếng?,hsk_2.json
小说,小说,xiǎo shuō,tiểu thuyết,写小说,xiě xiǎo shuō,Viết tiểu thuyết,hsk_2.json
小说,小说,xiǎo shuō,tiểu thuyết,每个人都有自己特别感兴趣的东西，因此，作家爱写小说，画家爱画画儿。,měi gè rén dōu yǒu zì jǐ tè bié gǎn xīng qù de dōng xī yīn cǐ zuò jiā ài xiě xiǎo shuō huà jiā ài huà huà ér,"Mỗi người đều có thứ mình đặc biệt hứng thú, vì vậy nhà văn thích viết tiểu thuyết, họa sĩ thích vẽ tranh.",hsk_4.json
就是,就是,jiù shì,chính là,有人觉得有房子和汽车就是幸福，有人却认为找到真正的爱情才是幸福。,yǒu rén jué dé yǒu fáng zi hé qì chē jiù shì xìng fú yǒu rén què rèn wèi zhǎo dào zhēn zhèng de ài qíng cái shì xìng fú,"Có người cho rằng có nhà và xe là hạnh phúc, nhưng có người lại cho rằng tìm được tình yêu đích thực mới là hạnh phúc.",hsk_4.json
就是,就是,jiù shì,chính là,"我不畏惧付出和失败, 勇于承担责任, 这就是成长。",wǒ bù wèi jù fù chū hé shī bài yǒng yú chéng dān zé rèn zhè jiù shì chéng zhǎng,"Tôi không sợ sự hy sinh hay thất bại, dũng cảm gánh vác trách nhiệm, đó chính là trưởng thành.",hsk_6.json
就是,就是,jiù shì,chính là,你们就是她的学生吧？,nǐ men jiù shì tā de xué shēng ba,Các bạn chính là học sinh của cô ấy phải không?,new_hsk_2.json
就要,就要,jiù yào,sắp,就要下雨了,jiù yào xià yǔ le,Sắp mưa rồi,hsk_2.json
就要,就要,jiù yào,sắp,就要出发,jiù yào chū fā,Sắp xuất phát,hsk_2.json
